Customer_Id,Age,Monthly_Income,Credit_Score,Credit_Score_Band,Loan_Amount,Interest_Rate,Loan_Term,Loan_Type,Debt_Income,Repayment_Status,Transaction_Id,Gender,Transaction_Amount,Transaction_Type,Transaction_Date,Transaction_Year,Transaction_Month,Product_Id,Product_Name,Interaction_Date,Interaction_Year,Interaction_Day_Name,Interaction_Type,Transaction_Frequency
C045,27,35472.43,754,Excellent,160307.77,3.31,36,Education,4.519221547551155,0,2992df18-9c14-4df0-bcc5-1de6f2c835da,Female,1475.47,Deposit,2024-09-17,2024,9,P036,International Investment,2024-08-01,2024,Thursday,Purchased,7
C094,53,155313.38,463,Poor,711408.39,11.36,60,Education,4.580470723127653,0,71530708-b6bf-4ea6-82ba-bc247fa4ca6e,Female,28.43,Withdrawal,2024-11-07,2024,11,P037,Fixed Deposit,2024-12-07,2024,Saturday,Clicked,9
C057,42,135927.57,766,Excellent,788014.03,11.88,36,Education,5.79730830176689,0,4239768a-34c2-4fb2-98e4-232210ea0212,Male,1104.77,Withdrawal,2024-02-10,2024,2,P011,Insurance Policy,2024-01-17,2024,Wednesday,Purchased,5
C054,30,36030.35,497,Poor,964252.72,10.33,12,Mortgage,26.762235726269658,1,8df2a36e-f974-414f-a1db-cf48dd9b326f,Male,819.94,Withdrawal,2024-03-07,2024,3,P030,Agricultural Loan,2024-06-14,2024,Friday,Purchased,5
C016,53,133611.21,653,Fair,399066.67,6.4,60,Business,2.986775361139234,0,79b1a5f9-d900-4a3d-ac6b-fdc679d8dac8,Female,933.29,Deposit,2024-05-24,2024,5,P030,Agricultural Loan,2024-04-09,2024,Tuesday,Clicked,8
C018,24,87508.79,795,Excellent,342101.89,14.78,24,Personal,3.9093431642695555,0,1f361b56-f5dd-4e11-96eb-df8dc3b9db50,Male,1949.73,Deposit,2024-12-29,2024,12,P043,Money Market Account,2024-06-22,2024,Saturday,Clicked,6
C099,50,136514.32,723,Good,364890.33,6.71,24,Auto,2.672908820114989,0,daa8dca2-acf2-45b7-85b3-c629cbe72ba9,Female,1883.55,Deposit,2024-06-18,2024,6,P02,Checking Account,2024-10-12,2024,Saturday,Clicked,9
C015,58,59745.75,669,Fair,218757.08,2.54,48,Mortgage,3.661466798893645,0,be41b1a5-0f7e-4985-bd8f-c8a0ce845012,Female,1918.89,Deposit,2024-10-18,2024,10,P03,Credit Card,2024-09-16,2024,Monday,Clicked,2
C077,56,164557.6,641,Fair,382980.47,3.19,24,Auto,2.3273338332596,0,60d5d01e-78a1-450b-846e-659431a9a968,Female,1476.17,Deposit,2024-03-10,2024,3,P045,Pension Plan,2024-01-23,2024,Tuesday,Clicked,2
C095,42,153033.83,324,Poor,720847.49,11.15,12,Business,4.710379985915533,0,e80f4009-6143-47c4-9bc0-d0257aed2085,Female,1254.27,Withdrawal,2024-11-26,2024,11,P031,Technology Loan,2024-07-29,2024,Monday,Clicked,7
C032,31,174950.93,838,Excellent,420937.78,3.06,60,Mortgage,2.406033394620995,0,07ee9760-4b20-4478-acbe-da3baca7e75e,Male,780.41,Withdrawal,2024-10-28,2024,10,P037,Fixed Deposit,2024-10-11,2024,Friday,Clicked,2
C011,33,127891.87,572,Poor,356588.77,10.17,48,Personal,2.788205145487356,0,607069b3-9ca0-4726-96ef-68e158f91772,Female,343.85,Deposit,2024-06-25,2024,6,P031,Technology Loan,2024-01-28,2024,Sunday,Purchased,2
C046,24,29811.15,313,Poor,156268.61,9.95,48,Personal,5.241951752951495,1,99fafef4-198a-4bdf-9e38-c929f3502653,Female,635.95,Deposit,2024-05-30,2024,5,P025,Medical Loan,2024-05-29,2024,Wednesday,Clicked,2
C061,31,106059.1,779,Excellent,871697.68,1.34,24,Education,8.218980549523803,0,3f5a7552-bcf4-4a44-a47a-0db9b7496528,Female,1004.55,Withdrawal,2024-04-01,2024,4,P034,Stock Investment,2024-05-31,2024,Friday,Viewed,4
C02,52,92177.86,668,Fair,303842.68,10.6,48,Business,3.296265285394996,0,4339906b-b528-4d16-a968-3d1ce555806f,Female,467.6,Deposit,2024-07-21,2024,7,P012,Mutual Fund,2024-01-29,2024,Monday,Purchased,4
C018,48,140384.37,672,Good,662742.84,7.65,36,Mortgage,4.7209161532726185,0,95d414b8-15cd-432b-814a-02c1b9ab3c96,Female,1252.66,Deposit,2024-07-01,2024,7,P012,Mutual Fund,2024-10-25,2024,Friday,Viewed,6
C043,48,65327.6,481,Poor,306664.39,10.62,60,Education,4.694254648877351,1,7a13e32a-d53b-4067-93e3-622645eae73a,Male,852.31,Deposit,2024-05-31,2024,5,P07,Business Loan,2024-03-03,2024,Sunday,Clicked,3
C039,69,182638.85,708,Good,916001.69,13.68,48,Mortgage,5.015371537873787,0,c6bc3320-3bf2-47cd-81c5-976b1b8d6b0a,Female,1960.35,Withdrawal,2024-06-18,2024,6,P022,Short-Term Loan,2024-01-17,2024,Wednesday,Purchased,6
C06,45,150444.73,663,Fair,777509.83,4.12,12,Mortgage,5.168076209781492,0,aaf4e056-ed0a-40d4-9127-370f565a7db1,Female,1347.59,Withdrawal,2024-08-16,2024,8,P045,Pension Plan,2024-02-11,2024,Sunday,Clicked,9
C026,61,82980.91,565,Poor,654296.46,10.45,36,Mortgage,7.884903407301751,1,487ed55a-bf5e-4db5-8b0c-6937f0be2110,Female,120.06,Withdrawal,2024-12-30,2024,12,P028,Debt Consolidation Loan,2024-06-28,2024,Friday,Purchased,9
C05,42,106097.53,366,Poor,972372.13,11.03,36,Auto,9.164889418255072,0,f942a941-6bce-4189-8c5d-70a061195bf7,Male,1478.44,Withdrawal,2024-03-20,2024,3,P049,Auto Insurance,2024-11-29,2024,Friday,Purchased,4
C062,24,145580.2,736,Good,294690.98,5.48,36,Mortgage,2.024251786987516,0,52207109-45b0-4ea9-aac9-517ff7ad5bc4,Male,997.77,Withdrawal,2024-10-06,2024,10,P042,High-Yield Savings Account,2024-03-10,2024,Sunday,Clicked,5
C045,64,70678.08,707,Good,969472.13,9.38,36,Auto,13.71672985457443,0,59019b0c-8573-44f6-8f5e-c3019a4a0b8b,Male,171.43,Withdrawal,2024-03-04,2024,3,P03,Credit Card,2024-06-16,2024,Sunday,Clicked,7
C066,29,63993.19,460,Poor,855280.07,12.33,12,Education,13.365173231714186,1,a81ec146-4f65-4ca6-afed-0ff86a74ac62,Female,1149.01,Deposit,2025-01-04,2025,1,P01,Savings Account,2024-02-28,2024,Wednesday,Clicked,2
C012,61,140506.42,842,Excellent,209590.75,12.27,36,Business,1.4916809495252956,0,0e8d23a3-19ba-46e3-ae4b-b7c9e50f2cf9,Female,1035.18,Deposit,2024-08-24,2024,8,P037,Fixed Deposit,2024-08-18,2024,Sunday,Clicked,10
C085,38,153750.06,543,Poor,721283.38,7.33,36,Personal,4.691272185519797,0,c7ccf1cc-b2c9-4a66-9709-4f2cc5e772ab,Female,1080.84,Deposit,2024-05-22,2024,5,P045,Pension Plan,2024-06-14,2024,Friday,Viewed,2
C058,19,44700.1,521,Poor,901131.79,6.09,24,Business,20.159502775161577,0,54ee105d-4679-4218-b130-403ee29bc6e6,Male,687.77,Withdrawal,2024-05-23,2024,5,P07,Business Loan,2024-04-08,2024,Monday,Purchased,9
C062,67,116863.35,530,Poor,595836.64,6.41,12,Business,5.098575729687708,0,780d230c-a73c-4f1b-b741-76c664021698,Male,1342.13,Deposit,2024-02-16,2024,2,P09,Investment Fund,2024-07-11,2024,Thursday,Clicked,5
C03,22,55083.34,437,Poor,887181.45,6.72,36,Auto,16.10616658321736,0,881c031c-178c-4d7a-9ce3-79798c60cd38,Male,1794.4,Withdrawal,2024-04-03,2024,4,P036,International Investment,2024-08-04,2024,Sunday,Clicked,9
C040,51,128459.52,745,Excellent,397130.44,4.31,12,Personal,3.091483138034456,0,1cbe62bf-1f8d-415c-847a-de39f6120aef,Female,752.31,Withdrawal,2024-11-26,2024,11,P047,Healthcare Savings,2024-09-18,2024,Wednesday,Clicked,4
C057,35,161512.06,712,Good,667046.28,6.01,48,Personal,4.130009115108804,0,dd3c6188-2cdc-45a7-b045-d829c5ca66aa,Female,1862.35,Deposit,2024-03-08,2024,3,P010,Retirement Plan,2024-11-29,2024,Friday,Viewed,5
C06,46,194604.0,695,Good,519361.97,6.6,48,Education,2.6688144642453393,0,53c0f660-52b6-44b3-9c71-66a57e97491f,Male,536.42,Deposit,2024-04-23,2024,4,P028,Debt Consolidation Loan,2024-11-02,2024,Saturday,Purchased,9
C017,34,64789.55,773,Excellent,568189.64,2.2,12,Auto,8.76977290319195,0,fd75df5f-833e-4ba1-a622-de4fd124bbe3,Female,678.65,Withdrawal,2024-08-28,2024,8,P05,Home Loan,2024-07-17,2024,Wednesday,Viewed,3
C099,31,129926.36,785,Excellent,136551.66,2.27,48,Personal,1.0509927315750245,0,dde7ca0b-9a41-4655-bb51-6e17e3336eb2,Female,1606.13,Withdrawal,2024-02-23,2024,2,P01,Savings Account,2024-07-02,2024,Tuesday,Purchased,9
C025,31,47153.03,822,Excellent,777697.57,2.76,48,Auto,16.49305611961734,0,2489b0d7-c869-4f38-b153-9695be8e46ab,Male,1252.98,Withdrawal,2024-10-22,2024,10,P048,Property Investment,2024-03-30,2024,Saturday,Purchased,8
C076,28,24623.74,773,Excellent,716748.71,14.64,60,Auto,29.10803598478541,1,330b3d0b-70ca-438d-8728-18b214d7b12f,Female,435.51,Withdrawal,2024-05-25,2024,5,P041,Retirement Savings,2024-11-01,2024,Friday,Viewed,7
C042,27,43489.63,781,Excellent,343481.93,12.57,36,Auto,7.898019136975872,0,e4169cbc-8fd8-4c7c-8530-db8444e3b23a,Female,1124.82,Withdrawal,2024-05-28,2024,5,P040,Gold Investment,2025-01-03,2025,Friday,Viewed,7
C089,59,130013.17,529,Poor,385340.3,10.92,24,Personal,2.9638558924453577,0,615fc69b-901d-48a7-916b-bf3be9d68dce,Female,1705.69,Withdrawal,2024-03-27,2024,3,P039,Loan Against Property,2024-05-09,2024,Thursday,Purchased,6
C019,51,46790.51,399,Poor,912219.23,5.62,36,Education,19.495817207378163,1,2a0eb1ec-448b-4724-8989-84ae834b6e5a,Male,570.75,Withdrawal,2024-11-01,2024,11,P046,Child Education Fund,2024-06-26,2024,Wednesday,Viewed,7
C04,47,179014.76,621,Fair,131344.65,8.75,48,Education,0.7337084942046119,0,2a340afd-4842-4460-b565-9547d4b142e2,Female,1340.98,Withdrawal,2024-02-16,2024,2,P024,Travel Loan,2024-09-21,2024,Saturday,Purchased,10
C023,31,88606.41,430,Poor,301128.6,11.25,48,Auto,3.398496790469222,0,427e2e57-57f9-47c2-93b8-4b8392d65e7f,Male,1665.07,Withdrawal,2024-02-14,2024,2,P028,Debt Consolidation Loan,2024-10-07,2024,Monday,Purchased,5
C098,20,170078.06,339,Poor,265988.25,3.05,48,Mortgage,1.5639186500598607,0,a3dfd62f-411f-4c51-b34e-f6cc5689868f,Male,1142.36,Withdrawal,2024-05-04,2024,5,P044,Insurance Savings,2024-01-18,2024,Thursday,Purchased,2
C075,57,101871.58,733,Good,663088.36,10.7,24,Mortgage,6.50906131032816,1,965d4b3e-51cc-401b-bf5c-ea432a325fa2,Male,1720.53,Withdrawal,2024-11-10,2024,11,P040,Gold Investment,2024-07-13,2024,Saturday,Clicked,2
C057,70,51353.95,473,Poor,826122.52,1.74,60,Business,16.086834995165905,1,013237c3-a3a9-4908-ae20-66118fed3820,Female,1291.46,Withdrawal,2024-11-18,2024,11,P02,Checking Account,2024-10-05,2024,Saturday,Purchased,5
C074,57,26891.96,454,Poor,262688.86,6.38,12,Business,9.768304727509635,0,cf0d039e-31af-4467-98df-eb949a6d8f4a,Female,429.57,Withdrawal,2024-09-17,2024,9,P037,Fixed Deposit,2024-03-02,2024,Saturday,Clicked,8
C039,37,95688.9,752,Excellent,975425.95,14.33,12,Auto,10.193721006302717,0,71f48fcd-bb70-4199-ae88-4caedfc9e45b,Female,121.07,Withdrawal,2024-12-27,2024,12,P015,Home Equity Line,2024-08-04,2024,Sunday,Viewed,6
C057,65,90188.8,494,Poor,829801.62,10.28,12,Education,9.200716940462673,0,80b0d761-c6ce-4169-b593-e8b39459a1bd,Female,326.8,Withdrawal,2024-09-22,2024,9,P049,Auto Insurance,2024-08-16,2024,Friday,Clicked,5
C097,58,93654.99,786,Excellent,345745.89,9.08,48,Personal,3.691697473887937,0,03eb6e29-b901-47cc-94a9-53f49cc18799,Female,507.1,Withdrawal,2024-09-01,2024,9,P049,Auto Insurance,2024-06-27,2024,Thursday,Viewed,4
C069,58,154643.26,482,Poor,258504.21,2.2,36,Auto,1.6716164028099252,0,86c9353f-0ce7-4034-893f-69ee56b4690f,Male,95.3,Withdrawal,2024-03-07,2024,3,P049,Auto Insurance,2024-07-15,2024,Monday,Clicked,7
C03,29,175476.88,720,Good,110096.23,4.29,60,Personal,0.6274115997503489,0,acdfd555-d166-415c-8459-6e4f542cf65d,Male,79.14,Deposit,2024-02-05,2024,2,P038,Recurring Deposit,2024-10-26,2024,Saturday,Clicked,9
C087,42,90727.7,605,Fair,713672.31,2.92,48,Auto,7.8660906206153145,0,cf3d8976-18ff-4e62-8157-368d09d50396,Male,1999.37,Deposit,2024-04-11,2024,4,P010,Retirement Plan,2024-07-12,2024,Friday,Viewed,6
C016,28,100746.48,745,Excellent,641853.75,11.54,24,Mortgage,6.370979412878743,0,7c3f11e4-8dba-47d6-ab69-972a158fc6d6,Male,356.71,Deposit,2024-12-03,2024,12,P025,Medical Loan,2024-09-06,2024,Friday,Viewed,8
C089,54,40557.84,520,Poor,236853.99,6.58,36,Auto,5.839906415134534,0,1a2a35c6-f355-4c52-af76-d58a291bac62,Female,927.01,Withdrawal,2024-01-15,2024,1,P048,Property Investment,2024-08-16,2024,Friday,Purchased,6
C039,47,45807.43,621,Fair,731407.69,7.1,24,Education,15.96700993703423,0,0ec93c1b-adbe-4e88-8880-51953a54b61d,Female,228.64,Deposit,2024-07-07,2024,7,P04,Personal Loan,2024-10-26,2024,Saturday,Clicked,6
C081,29,152855.9,497,Poor,902642.33,11.85,60,Auto,5.905184752436772,0,9a0fa5ff-2e64-45ac-a509-51f0612fed29,Male,1739.99,Withdrawal,2024-02-15,2024,2,P036,International Investment,2024-05-27,2024,Monday,Viewed,1
C086,36,172381.92,760,Excellent,897296.04,13.68,12,Auto,5.205279300752654,0,226b7761-b7c7-464a-b056-dee1962601fd,Male,209.58,Withdrawal,2024-01-18,2024,1,P013,Bond,2024-10-13,2024,Sunday,Purchased,4
C042,46,94895.63,790,Excellent,800775.18,1.18,24,Auto,8.43848320518026,0,f4119fe4-2704-472e-ad06-f1cd69f85169,Male,1631.61,Withdrawal,2024-06-29,2024,6,P035,Real Estate Investment,2024-12-02,2024,Monday,Viewed,7
C02,37,193776.9,827,Excellent,204676.19,2.53,12,Auto,1.0562465907959102,1,61208789-c704-4da7-8af7-8de081e10cb4,Female,1856.52,Deposit,2024-08-13,2024,8,P026,Emergency Loan,2024-03-21,2024,Thursday,Viewed,4
C012,35,80274.81,498,Poor,137155.75,3.8,48,Business,1.7085776970384607,0,cd327164-4525-4d81-b87f-61cc4830531f,Female,622.88,Withdrawal,2025-01-04,2025,1,P044,Insurance Savings,2024-11-22,2024,Friday,Purchased,10
